case_number,case_open_date,case_close_date,case_year,case_sub_type,zip_code,parsed_date,months
20622,07/21/2008,07/28/2008,2008,industrial_or_comm_equip,missing,2008-07-21,07
1991920056,07/08/1991,07/24/1991,1991,residentual_multi_tennant_dwelling,missing,1991-07-08,07
1991920351,09/12/1991,11/06/1991,1991,leaf_blower,missing,1991-09-12,09
4306,04/18/1995,06/05/1995,1995,industrial_or_comm_equip,missing,1995-04-18,04
1991920072,07/18/1991,08/09/1991,1991,leaf_blower,missing,1991-07-18,07
4947,09/20/1995,02/05/1996,1995,residentual_house_yard,missing,1995-09-20,09
6080,07/23/1996,08/12/1996,1996,residential_construction,missing,1996-07-23,07
20222573,12/13/2022,12/27/2022,2022,amp_equiptment,missing,2022-12-13,12
6159,07/31/1996,08/13/1996,1996,amp_equiptment,missing,1996-07-31,07
6205,07/15/1996,11/18/1996,1996,industrial_or_comm_equip,missing,1996-07-15,07
1989900507,12/14/1989,12/28/1989,1989,leaf_blower,missing,1989-12-14,12
6735,01/22/1997,06/09/1997,1997,industrial_or_comm_equip,missing,1997-01-22,01
9268,11/26/1999,12/10/1999,1999,amp_equiptment,missing,1999-11-26,11
1990900960,04/26/1990,06/11/1990,1990,leaf_blower,missing,1990-04-26,04
4518,06/06/1995,06/21/1995,1995,amp_equiptment,missing,1995-06-06,06
1992921236,04/24/1992,04/24/1992,1992,leaf_blower,missing,1992-04-24,04
16984,11/30/2005,11/30/2005,2005,other_causes,missing,2005-11-30,11
1989900164,08/15/1989,08/28/1989,1989,leaf_blower,missing,1989-08-15,08
1992921042,03/04/1992,03/20/1992,1992,leaf_blower,missing,1992-03-04,03
5914,06/06/1996,07/31/1996,1996,amp_equiptment,missing,1996-06-06,06
6063,07/11/1996,11/18/1996,1996,residential_motor_vehicle,missing,1996-07-11,07
19411,08/20/2007,12/12/2008,2007,industrial_or_comm_equip,missing,2007-08-20,08
18257,10/12/2006,10/12/2006,2006,residential_construction,missing,2006-10-12,10
15443,10/20/2004,02/01/2005,2004,residential_construction,missing,2004-10-20,10
1990900807,03/16/1990,04/04/1990,1990,leaf_blower,missing,1990-03-16,03
23333,05/11/2010,06/11/2010,2010,residentual_house_yard,missing,2010-05-11,05
6075,07/22/1996,07/29/1996,1996,industrial_or_comm_equip,missing,1996-07-22,07
7238,04/11/1997,04/14/1997,1997,residential_construction,missing,1997-04-11,04
1991920615,11/12/1991,12/02/1991,1991,leaf_blower,missing,1991-11-12,11
4814,08/08/1995,09/11/1995,1995,residentual_house_yard,missing,1995-08-08,08
5781,05/06/1996,06/27/1996,1996,amp_equiptment,missing,1996-05-06,05
1991911539,06/25/1991,07/03/1991,1991,leaf_blower,missing,1991-06-25,06
1989900295,09/15/1989,09/11/1989,1989,leaf_blower,missing,1989-09-15,09
1992930021,07/02/1992,08/17/1992,1992,leaf_blower,missing,1992-07-02,07
1991920179,08/06/1991,09/04/1991,1991,leaf_blower,missing,1991-08-06,08
1991911282,05/09/1991,06/11/1991,1991,leaf_blower,missing,1991-05-09,05
6432,10/15/1996,11/26/1996,1996,industrial_or_comm_equip,missing,1996-10-15,10
16026,03/15/2005,03/15/2005,2005,industrial_or_comm_equip,missing,2005-03-15,03
6815,02/06/1997,03/03/1997,1997,industrial_or_comm_equip,missing,1997-02-06,02
6584,11/29/1996,01/13/1997,1996,residentual_house_yard,missing,1996-11-29,11
1992921467,06/15/1992,09/09/1992,1992,leaf_blower,missing,1992-06-15,06
1990910654,12/17/1990,01/14/1991,1990,residentual_multi_tennant_dwelling,missing,1990-12-17,12
4517,06/06/1995,06/27/1995,1995,amp_equiptment,missing,1995-06-06,06
5827,05/13/1996,06/04/1996,1996,industrial_or_comm_equip,missing,1996-05-13,05
1990900735,03/05/1990,03/21/1990,1990,industrial_or_comm_equip,missing,1990-03-05,03
1990900928,04/20/1990,05/17/1990,1990,other_causes,missing,1990-04-20,04
1989900336,10/06/1989,11/09/1989,1989,leaf_blower,missing,1989-10-06,10
5517,03/15/1996,04/23/1996,1996,residential_construction,missing,1996-03-15,03
20271,04/25/2008,07/15/2008,2008,other_causes,missing,2008-04-25,04
4150,03/08/1995,05/04/1995,1995,residentual_house_yard,missing,1995-03-08,03
20151573,05/04/2015,05/20/2015,2015,residential_construction,missing,2015-05-04,05
1990910042,07/11/1990,08/08/1990,1990,leaf_blower,missing,1990-07-11,07
1991910676,01/03/1991,01/15/1991,1991,leaf_blower,missing,1991-01-03,01
1992930197,08/04/1992,08/04/1992,1992,leaf_blower,missing,1992-08-04,08
1989900333,08/23/1989,01/31/1990,1989,leaf_blower,missing,1989-08-23,08
6131,07/25/1996,10/25/1996,1996,residential_construction,missing,1996-07-25,07
1990910399,10/16/1990,11/26/1990,1990,leaf_blower,missing,1990-10-16,10
1992920800,01/02/1992,01/17/1992,1992,leaf_blower,missing,1992-01-02,01
23743,08/23/2010,11/29/2010,2010,industrial_or_comm_equip,missing,2010-08-23,08
1990900963,04/26/1990,06/11/1990,1990,leaf_blower,missing,1990-04-26,04
5671,04/11/1996,05/31/1996,1996,industrial_or_comm_equip,missing,1996-04-11,04
4519,06/06/1995,06/21/1995,1995,industrial_or_comm_equip,missing,1995-06-06,06
5993,06/25/1996,09/10/1996,1996,residential_mechanical,missing,1996-06-25,06
1989900255,09/12/1989,09/20/1989,1989,leaf_blower,missing,1989-09-12,09
26475,06/04/2012,08/20/2012,2012,other_causes,missing,2012-06-04,06
7275,05/12/1997,10/14/1997,1997,residential_construction,missing,1997-05-12,05
2262,07/23/2001,10/01/2001,2001,amp_equiptment,missing,2001-07-23,07
15623,12/06/2004,04/22/2005,2004,residential_construction,missing,2004-12-06,12
5751,05/01/1996,05/13/1996,1996,industrial_or_comm_equip,missing,1996-05-01,05
5618,04/04/1996,05/13/1996,1996,residential_construction,missing,1996-04-04,04
21017,11/03/2008,01/20/2009,2008,residential_construction,missing,2008-11-03,11
7503,06/26/1997,08/06/1997,1997,industrial_or_comm_equip,missing,1997-06-26,06
15522,11/09/2004,12/16/2004,2004,amp_equiptment,missing,2004-11-09,11
6503,11/14/1996,12/26/1996,1996,residentual_house_yard,missing,1996-11-14,11
1989900002,07/05/1989,10/30/1989,1989,leaf_blower,missing,1989-07-05,07
622,06/21/2000,08/08/2000,2000,residential_construction,missing,2000-06-21,06
5997,06/26/1996,12/26/1996,1996,amp_equiptment,missing,1996-06-26,06
1990901253,06/25/1990,08/02/1990,1990,leaf_blower,missing,1990-06-25,06
17667,05/16/2006,08/14/2006,2006,other_causes,missing,2006-05-16,05
5400,02/20/1996,04/30/1996,1996,residential_construction,missing,1996-02-20,02
1990900885,04/09/1990,09/13/1990,1990,leaf_blower,missing,1990-04-09,04
10596,10/28/1998,12/02/1998,1998,industrial_or_comm_equip,missing,1998-10-28,10
4775,08/08/1995,10/02/1995,1995,residentual_house_yard,missing,1995-08-08,08
23601,07/22/2010,10/26/2010,2010,residential_motor_vehicle,missing,2010-07-22,07
1992921220,04/21/1992,05/06/1992,1992,leaf_blower,missing,1992-04-21,04
5509,03/12/1996,11/04/1996,1996,industrial_or_comm_equip,missing,1996-03-12,03
3956,01/10/1995,03/08/1995,1995,residential_mechanical,missing,1995-01-10,01
1992921528,06/26/1992,08/17/1992,1992,leaf_blower,missing,1992-06-26,06
1992920818,01/08/1992,02/11/1992,1992,leaf_blower,missing,1992-01-08,01
1990910362,10/09/1990,10/25/1990,1990,leaf_blower,missing,1990-10-09,10
6662,12/26/1996,01/13/1997,1996,residentual_house_yard,missing,1996-12-26,12
6062,07/11/1996,08/31/1996,1996,residential_construction,missing,1996-07-11,07
23328,05/10/2010,06/15/2010,2010,other_causes,missing,2010-05-10,05
5183,11/29/1995,12/13/1995,1995,industrial_or_comm_equip,missing,1995-11-29,11
20351,05/13/2008,06/10/2008,2008,amp_equiptment,missing,2008-05-13,05
20211545,04/12/2021,04/13/2021,2021,residentual_multi_tennant_dwelling,missing,2021-04-12,04
7352,06/02/1997,07/08/1997,1997,industrial_or_comm_equip,missing,1997-06-02,06
1989900166,08/17/1989,08/28/1989,1989,leaf_blower,missing,1989-08-17,08
6,01/06/2000,04/26/2000,2000,residential_construction,missing,2000-01-06,01
1991920302,09/04/1991,09/11/1991,1991,leaf_blower,missing,1991-09-04,09
6666,12/30/1996,01/13/1997,1996,residentual_house_yard,missing,1996-12-30,12
6629,12/12/1996,02/14/1997,1996,residentual_house_yard,missing,1996-12-12,12
6554,11/25/1996,07/31/1997,1996,residential_construction,missing,1996-11-25,11
23857,09/21/2010,10/07/2010,2010,industrial_or_comm_equip,missing,2010-09-21,09
1991920359,09/12/1991,09/20/1991,1991,leaf_blower,missing,1991-09-12,09
7491,06/30/1997,07/03/1997,1997,residentual_house_yard,missing,1997-06-30,06
5066,10/25/1995,11/08/1995,1995,residential_construction,missing,1995-10-25,10
12708,04/07/2003,04/12/2003,2003,other_causes,missing,2003-04-07,04
1990901080,05/23/1990,06/11/1990,1990,leaf_blower,missing,1990-05-23,05
20344,05/09/2008,11/07/2008,2008,other_causes,missing,2008-05-09,05
1991920667,11/30/1991,11/30/1991,1991,leaf_blower,missing,1991-11-30,11
12898,05/20/2003,05/20/2003,2003,other_causes,missing,2003-05-20,05
9240,11/12/1999,01/31/2000,1999,residential_construction,missing,1999-11-12,11
7290,05/15/1997,05/28/1997,1997,industrial_or_comm_equip,missing,1997-05-15,05
23626,07/28/2010,08/09/2010,2010,residential_mechanical,missing,2010-07-28,07
5783,05/06/1996,10/10/1996,1996,residential_motor_vehicle,missing,1996-05-06,05
20813,09/10/2008,12/09/2008,2008,industrial_or_comm_equip,missing,2008-09-10,09
15312,09/24/2004,11/26/2004,2004,industrial_or_comm_equip,missing,2004-09-24,09
7443,06/18/1997,06/27/1997,1997,residential_construction,missing,1997-06-18,06
1991920073,07/18/1991,09/11/1991,1991,leaf_blower,missing,1991-07-18,07
1989900401,10/30/1989,11/16/1989,1989,leaf_blower,missing,1989-10-30,10
26561,06/21/2012,08/21/2012,2012,other_causes,missing,2012-06-21,06
4117,02/28/1995,03/13/1995,1995,industrial_or_comm_equip,missing,1995-02-28,02
5252,01/02/1996,02/12/1996,1996,industrial_or_comm_equip,missing,1996-01-02,01
1991920513,10/15/1991,10/31/1991,1991,industrial_or_comm_equip,missing,1991-10-15,10
6420,10/07/1996,10/24/1996,1996,industrial_or_comm_equip,missing,1996-10-07,10
1990900554,01/09/1990,01/30/1990,1990,leaf_blower,missing,1990-01-09,01
20151457,04/16/2015,06/24/2015,2015,residential_construction,missing,2015-04-16,04
4427,05/15/1995,06/16/1995,1995,residentual_house_yard,missing,1995-05-15,05
3027,03/28/1994,03/28/1994,1994,industrial_or_comm_equip,missing,1994-03-28,03
1990910082,07/27/1990,08/24/1990,1990,leaf_blower,missing,1990-07-27,07
5001,10/13/1995,11/01/1995,1995,industrial_or_comm_equip,missing,1995-10-13,10
4194,03/22/1995,03/28/1995,1995,residentual_house_yard,missing,1995-03-22,03
1990900980,05/02/1990,08/02/1990,1990,leaf_blower,missing,1990-05-02,05
4774,08/11/1995,08/08/1995,1995,residential_mechanical,missing,1995-08-11,08
20202175,07/16/2020,07/30/2020,2020,other_causes,missing,2020-07-16,07
23021,03/11/2010,05/14/2010,2010,other_causes,missing,2010-03-11,03
1991920446,09/30/1991,10/21/1991,1991,leaf_blower,missing,1991-09-30,09
14437,04/07/2004,06/21/2004,2004,industrial_or_comm_equip,missing,2004-04-07,04
1991910732,01/24/1991,01/24/1991,1991,leaf_blower,missing,1991-01-24,01
5872,05/23/1996,06/27/1996,1996,industrial_or_comm_equip,missing,1996-05-23,05
1989900361,10/17/1989,10/27/1989,1989,leaf_blower,missing,1989-10-17,10
15614,12/03/2004,12/03/2004,2004,industrial_or_comm_equip,missing,2004-12-03,12
1990901200,06/15/1990,07/16/1990,1990,leaf_blower,missing,1990-06-15,06
24991,05/25/2011,06/28/2011,2011,residential_mechanical,missing,2011-05-25,05
1991910772,01/30/1991,02/21/1991,1991,other_causes,missing,1991-01-30,01
1991911293,05/07/1991,06/11/1991,1991,residentual_multi_tennant_dwelling,missing,1991-05-07,05
1992921524,06/25/1992,08/17/1992,1992,leaf_blower,missing,1992-06-25,06
1990910615,12/10/1990,01/15/1991,1990,leaf_blower,missing,1990-12-10,12
1991920012,07/02/1991,03/06/1992,1991,leaf_blower,missing,1991-07-02,07
1991920343,09/11/1991,11/06/1991,1991,leaf_blower,missing,1991-09-11,09
13010,06/19/2003,07/18/2003,2003,amp_equiptment,missing,2003-06-19,06
13015,05/30/2003,05/30/2003,2003,amp_equiptment,missing,2003-05-30,05
7058,04/02/1997,04/04/1997,1997,amp_equiptment,missing,1997-04-02,04
1992921019,02/24/1992,04/20/1992,1992,industrial_or_comm_equip,missing,1992-02-24,02
1991911521,06/17/1991,06/20/1991,1991,residentual_multi_tennant_dwelling,missing,1991-06-17,06
10463,11/02/1998,11/28/1998,1998,amp_equiptment,missing,1998-11-02,11
6441,10/17/1996,10/29/1996,1996,industrial_or_comm_equip,missing,1996-10-17,10
6343,09/24/1996,10/23/1996,1996,residentual_house_yard,missing,1996-09-24,09
7041,03/28/1997,04/30/1997,1997,residential_construction,missing,1997-03-28,03
19392,08/13/2007,08/30/2007,2007,residential_construction,missing,2007-08-13,08
6157,07/31/1996,08/12/1996,1996,residential_construction,missing,1996-07-31,07
20162183,08/31/2016,09/14/2016,2016,residential_motor_vehicle,missing,2016-08-31,08
16941,11/17/2005,03/06/2006,2005,amp_equiptment,missing,2005-11-17,11
5297,12/04/1995,02/20/1996,1995,industrial_or_comm_equip,missing,1995-12-04,12
9649,03/12/1998,02/01/1999,1998,amp_equiptment,missing,1998-03-12,03
1992930079,07/14/1992,08/17/1992,1992,leaf_blower,missing,1992-07-14,07
20231408,03/31/2023,04/07/2023,2023,other_causes,missing,2023-03-31,03
20817,09/11/2008,09/18/2008,2008,residential_construction,missing,2008-09-11,09
1992920948,02/11/1992,03/06/1992,1992,leaf_blower,missing,1992-02-11,02
25704,11/21/2011,01/24/2012,2011,amp_equiptment,missing,2011-11-21,11
6348,09/20/1996,11/04/1996,1996,industrial_or_comm_equip,missing,1996-09-20,09
4662,07/07/1995,09/19/1995,1995,amp_equiptment,missing,1995-07-07,07
1804,09/14/2001,10/19/2001,2001,industrial_or_comm_equip,missing,2001-09-14,09
3031,04/04/1994,05/23/1994,1994,industrial_or_comm_equip,missing,1994-04-04,04
24263,01/07/2011,01/07/2011,2011,amp_equiptment,missing,2011-01-07,01
7091,04/10/1997,05/13/1997,1997,industrial_or_comm_equip,missing,1997-04-10,04
6445,10/17/1996,11/30/1996,1996,industrial_or_comm_equip,missing,1996-10-17,10
1991911440,06/10/1991,06/20/1991,1991,leaf_blower,missing,1991-06-10,06
25307,08/05/2011,12/22/2011,2011,other_causes,missing,2011-08-05,08
6219,08/15/1996,01/20/1997,1996,residential_construction,missing,1996-08-15,08
5852,05/20/1996,06/13/1996,1996,residentual_house_yard,missing,1996-05-20,05
16542,07/13/2005,07/13/2005,2005,amp_equiptment,missing,2005-07-13,07
4729,07/26/1995,04/13/1998,1995,industrial_or_comm_equip,missing,1995-07-26,07
1989900078,07/21/1989,08/21/1989,1989,leaf_blower,missing,1989-07-21,07
1992930013,07/01/1992,08/17/1992,1992,leaf_blower,missing,1992-07-01,07
5688,04/18/1996,08/15/1996,1996,residentual_house_yard,missing,1996-04-18,04
1990910412,10/16/1990,11/26/1990,1990,leaf_blower,missing,1990-10-16,10
7311,05/20/1997,06/20/1997,1997,industrial_or_comm_equip,missing,1997-05-20,05
1991911233,05/04/1991,05/04/1991,1991,industrial_or_comm_equip,missing,1991-05-04,05
1991911340,05/22/1991,06/26/1991,1991,leaf_blower,missing,1991-05-22,05
1991911552,06/26/1991,07/24/1991,1991,leaf_blower,missing,1991-06-26,06
1989900187,08/23/1989,09/20/1989,1989,industrial_or_comm_equip,missing,1989-08-23,08
5841,05/16/1996,07/22/1996,1996,industrial_or_comm_equip,missing,1996-05-16,05
21032,11/10/2008,11/17/2008,2008,residential_motor_vehicle,missing,2008-11-10,11
23515,06/30/2010,06/30/2010,2010,residential_mechanical,missing,2010-06-30,06
5383,02/15/1996,03/11/1996,1996,industrial_or_comm_equip,missing,1996-02-15,02
7247,05/08/1997,06/27/1997,1997,amp_equiptment,missing,1997-05-08,05
1992930380,09/25/1992,09/25/1992,1992,leaf_blower,missing,1992-09-25,09
4972,10/02/1995,10/19/1995,1995,industrial_or_comm_equip,missing,1995-10-02,10
1991911547,06/25/1991,07/25/1991,1991,leaf_blower,missing,1991-06-25,06
15047,07/29/2004,08/13/2004,2004,residential_construction,missing,2004-07-29,07
12880,05/05/2003,05/06/2003,2003,other_causes,missing,2003-05-05,05
16270,05/06/2005,08/29/2005,2005,residential_construction,missing,2005-05-06,05
12711,04/11/2003,04/11/2003,2003,other_causes,missing,2003-04-11,04
1990900830,03/29/1990,04/23/1990,1990,residentual_multi_tennant_dwelling,missing,1990-03-29,03
1989900048,07/17/1989,09/11/1989,1989,leaf_blower,missing,1989-07-17,07
1990901095,05/29/1990,06/11/1990,1990,leaf_blower,missing,1990-05-29,05
1991911287,05/09/1991,05/20/1991,1991,leaf_blower,missing,1991-05-09,05
1991920520,10/14/1991,10/27/1991,1991,leaf_blower,missing,1991-10-14,10
3797,06/21/1995,07/07/1995,1995,residentual_house_yard,missing,1995-06-21,06
10494,10/01/1998,11/18/1998,1998,amp_equiptment,missing,1998-10-01,10
21142,12/18/2008,12/29/2008,2008,amp_equiptment,missing,2008-12-18,12
5466,05/23/1996,06/03/1996,1996,residential_construction,missing,1996-05-23,05
1991911504,06/18/1991,06/20/1991,1991,leaf_blower,missing,1991-06-18,06
1990900981,05/02/1990,08/03/1990,1990,leaf_blower,missing,1990-05-02,05
20141142,08/20/2014,10/10/2014,2014,residentual_multi_tennant_dwelling,missing,2014-08-20,08
18858,04/06/2007,01/02/2013,2007,residential_construction,missing,2007-04-06,04
6132,07/25/1996,08/12/1996,1996,other_causes,missing,1996-07-25,07
7011,03/25/1997,10/14/1997,1997,residentual_house_yard,missing,1997-03-25,03
12873,04/30/2003,05/05/2003,2003,residential_construction,missing,2003-04-30,04
1992921107,03/17/1992,04/20/1992,1992,leaf_blower,missing,1992-03-17,03
20192296,08/26/2019,08/26/2019,2019,residential_construction,missing,2019-08-26,08
12713,04/18/2003,04/21/2003,2003,other_causes,missing,2003-04-18,04
24670,04/18/2011,07/07/2011,2011,residential_construction,missing,2011-04-18,04
20151721,05/29/2015,06/02/2015,2015,residential_construction,missing,2015-05-29,05
5832,05/14/1996,08/01/1996,1996,residential_mechanical,missing,1996-05-14,05
5467,07/12/1996,11/18/1996,1996,amp_equiptment,missing,1996-07-12,07
5656,04/10/1996,06/27/1996,1996,residential_motor_vehicle,missing,1996-04-10,04
21267,02/02/2009,02/17/2009,2009,residential_mechanical,missing,2009-02-02,02
14945,07/09/2004,11/30/2004,2004,residential_mechanical,missing,2004-07-09,07
20152377,10/28/2015,11/02/2015,2015,residential_construction,missing,2015-10-28,10
12781,05/08/2003,06/20/2003,2003,residential_mechanical,missing,2003-05-08,05
25063,06/07/2011,08/08/2011,2011,amp_equiptment,missing,2011-06-07,06
5705,04/22/1996,06/03/1996,1996,industrial_or_comm_equip,missing,1996-04-22,04
17347,03/03/2006,03/27/2006,2006,residential_construction,missing,2006-03-03,03
7090,04/10/1997,04/25/1997,1997,residentual_house_yard,missing,1997-04-10,04
1989900362,10/17/1989,01/29/1990,1989,residentual_multi_tennant_dwelling,missing,1989-10-17,10
20192085,07/10/2019,07/10/2019,2019,residentual_multi_tennant_dwelling,missing,2019-07-10,07
1991911306,05/13/1991,06/19/1991,1991,leaf_blower,missing,1991-05-13,05
1992921013,02/24/1992,06/25/1992,1992,residentual_multi_tennant_dwelling,missing,1992-02-24,02
20583,07/08/2008,07/30/2008,2008,amp_equiptment,missing,2008-07-08,07
22361,09/10/2009,10/02/2009,2009,residential_mechanical,missing,2009-09-10,09
10466,10/31/1998,11/03/1998,1998,residential_construction,missing,1998-10-31,10
1991911360,05/28/1991,06/12/1991,1991,leaf_blower,missing,1991-05-28,05
6868,02/24/1997,03/04/1997,1997,residentual_house_yard,missing,1997-02-24,02
12897,05/19/2003,05/28/2003,2003,residential_motor_vehicle,missing,2003-05-19,05
1990910270,09/13/1990,10/10/1990,1990,leaf_blower,missing,1990-09-13,09
7401,06/12/1997,06/27/1997,1997,residentual_house_yard,missing,1997-06-12,06
22225,08/17/2009,10/29/2009,2009,other_causes,missing,2009-08-17,08
1990910247,09/06/1990,09/13/1990,1990,leaf_blower,missing,1990-09-06,09
4459,05/16/1995,03/28/1996,1995,industrial_or_comm_equip,missing,1995-05-16,05
17281,02/14/2006,02/23/2006,2006,residential_construction,missing,2006-02-14,02
4597,06/28/1995,07/27/1995,1995,residentual_house_yard,missing,1995-06-28,06
16480,06/30/2005,06/30/2005,2005,other_causes,missing,2005-06-30,06
1992921470,06/15/1992,07/29/1992,1992,leaf_blower,missing,1992-06-15,06
1989900429,11/16/1989,11/22/1989,1989,other_causes,missing,1989-11-16,11
6913,03/07/1997,04/22/1997,1997,residentual_house_yard,missing,1997-03-07,03
3801,06/26/1995,07/05/1995,1995,amp_equiptment,missing,1995-06-26,06
6214,08/01/1996,08/29/1996,1996,industrial_or_comm_equip,missing,1996-08-01,08
1991911145,04/25/1991,05/22/1991,1991,residentual_multi_tennant_dwelling,missing,1991-04-25,04
5750,04/30/1996,07/31/1996,1996,industrial_or_comm_equip,missing,1996-04-30,04
26928,08/24/2012,09/25/2012,2012,residentual_multi_tennant_dwelling,missing,2012-08-24,08
14654,05/13/2004,06/08/2005,2004,industrial_or_comm_equip,missing,2004-05-13,05
20131499,12/16/2013,01/15/2014,2013,amp_equiptment,missing,2013-12-16,12
22873,01/20/2010,02/17/2010,2010,residential_construction,missing,2010-01-20,01
1989900001,07/05/1989,07/24/1989,1989,leaf_blower,missing,1989-07-05,07
1991920521,10/14/1991,10/29/1991,1991,leaf_blower,missing,1991-10-14,10
21137,12/17/2008,01/12/2009,2008,residential_mechanical,missing,2008-12-17,12
1990901037,05/11/1990,06/11/1990,1990,leaf_blower,missing,1990-05-11,05
4538,06/06/1995,06/08/1995,1995,residentual_house_yard,missing,1995-06-06,06
5154,10/31/1995,12/13/1995,1995,residential_construction,missing,1995-10-31,10
17222,01/26/2006,03/28/2006,2006,industrial_or_comm_equip,missing,2006-01-26,01
2763,11/29/2001,12/17/2001,2001,amp_equiptment,missing,2001-11-29,11
5488,07/16/1996,07/31/1996,1996,residential_motor_vehicle,missing,1996-07-16,07
1991911074,04/08/1991,05/13/1991,1991,leaf_blower,missing,1991-04-08,04
4495,05/23/1995,02/08/1996,1995,industrial_or_comm_equip,missing,1995-05-23,05
1990901054,05/18/1990,06/11/1990,1990,leaf_blower,missing,1990-05-18,05
20161214,03/09/2016,05/17/2016,2016,industrial_or_comm_equip,missing,2016-03-09,03
1989900210,08/30/1989,09/20/1989,1989,leaf_blower,missing,1989-08-30,08
20161573,06/03/2016,06/20/2016,2016,industrial_or_comm_equip,missing,2016-06-03,06
23092,03/25/2010,07/22/2010,2010,residential_mechanical,missing,2010-03-25,03
1991920278,08/27/1991,09/05/1991,1991,leaf_blower,missing,1991-08-27,08
4644,08/22/1995,01/09/1996,1995,amp_equiptment,missing,1995-08-22,08
5296,01/19/1996,05/07/1996,1996,residential_mechanical,missing,1996-01-19,01
2013147,01/28/2013,03/18/2013,2013,amp_equiptment,missing,2013-01-28,01
21814,06/02/2009,08/12/2009,2009,amp_equiptment,missing,2009-06-02,06
6083,07/24/1996,09/11/1996,1996,residential_construction,missing,1996-07-24,07
6604,12/03/1996,02/14/1997,1996,residentual_house_yard,missing,1996-12-03,12
4122,01/26/1995,02/16/1995,1995,residentual_house_yard,missing,1995-01-26,01
13528,10/01/2003,01/21/2004,2003,industrial_or_comm_equip,missing,2003-10-01,10
9026,09/07/1999,10/11/1999,1999,industrial_or_comm_equip,missing,1999-09-07,09
7229,05/05/1997,05/16/1997,1997,industrial_or_comm_equip,missing,1997-05-05,05
6976,03/17/1997,04/16/1997,1997,residential_construction,missing,1997-03-17,03
4793,08/14/1995,09/11/1995,1995,industrial_or_comm_equip,missing,1995-08-14,08
6453,10/23/1996,02/07/1997,1996,residentual_house_yard,missing,1996-10-23,10
1990910090,08/01/1990,08/08/1990,1990,leaf_blower,missing,1990-08-01,08
23375,05/21/2010,07/16/2010,2010,industrial_or_comm_equip,missing,2010-05-21,05
1989900363,10/17/1989,11/02/1989,1989,leaf_blower,missing,1989-10-17,10
17165,01/11/2006,04/17/2006,2006,other_causes,missing,2006-01-11,01
4177,03/22/1995,04/26/1995,1995,residential_construction,missing,1995-03-22,03
4871,09/08/1995,10/02/1995,1995,residentual_house_yard,missing,1995-09-08,09
21523,03/31/2009,04/20/2009,2009,residential_motor_vehicle,missing,2009-03-31,03
4520,06/05/1995,07/05/1995,1995,industrial_or_comm_equip,missing,1995-06-05,06
7701,08/14/1997,08/29/1997,1997,residentual_house_yard,missing,1997-08-14,08
4887,09/08/1995,09/25/1995,1995,residentual_house_yard,missing,1995-09-08,09
6185,08/07/1996,08/29/1996,1996,industrial_or_comm_equip,missing,1996-08-07,08
1990910080,07/26/1990,08/21/1990,1990,residentual_multi_tennant_dwelling,missing,1990-07-26,07
1989900004,07/05/1989,07/24/1989,1989,leaf_blower,missing,1989-07-05,07
20201678,04/27/2020,04/27/2020,2020,residential_construction,missing,2020-04-27,04
4641,08/10/1995,09/14/1995,1995,amp_equiptment,missing,1995-08-10,08
12354,02/27/2003,02/27/2003,2003,industrial_or_comm_equip,missing,2003-02-27,02
6342,09/23/1996,12/26/1996,1996,industrial_or_comm_equip,missing,1996-09-23,09
15803,01/18/2005,02/09/2005,2005,industrial_or_comm_equip,missing,2005-01-18,01
14932,07/07/2004,08/10/2004,2004,residential_mechanical,missing,2004-07-07,07
12875,05/01/2003,05/02/2003,2003,residential_construction,missing,2003-05-01,05
12710,04/09/2003,04/10/2003,2003,other_causes,missing,2003-04-09,04
1990910509,11/14/1990,12/06/1990,1990,leaf_blower,missing,1990-11-14,11
1992921297,05/14/1992,06/25/1992,1992,leaf_blower,missing,1992-05-14,05
1992930181,07/31/1992,07/31/1992,1992,leaf_blower,missing,1992-07-31,07
27472,01/07/2013,03/27/2013,2013,amp_equiptment,missing,2013-01-07,01
6887,02/25/1997,03/11/1997,1997,residentual_house_yard,missing,1997-02-25,02
20601,07/11/2008,07/28/2008,2008,residential_construction,missing,2008-07-11,07
4259,04/04/1995,04/12/1995,1995,residential_construction,missing,1995-04-04,04
20221176,02/14/2022,03/21/2022,2022,leaf_blower,missing,2022-02-14,02
1992930202,08/10/1992,08/10/1992,1992,leaf_blower,missing,1992-08-10,08
22073,07/23/2009,10/14/2009,2009,industrial_or_comm_equip,missing,2009-07-23,07
7006,03/18/1997,04/30/1997,1997,residential_construction,missing,1997-03-18,03
20231122,02/01/2023,02/22/2023,2023,other_causes,missing,2023-02-01,02
4014,01/25/1995,03/07/1995,1995,residentual_house_yard,missing,1995-01-25,01
2014830,06/03/2014,08/08/2014,2014,other_causes,missing,2014-06-03,06
1990901057,05/18/1990,06/28/1990,1990,leaf_blower,missing,1990-05-18,05
6307,09/13/1996,11/04/1996,1996,residentual_house_yard,missing,1996-09-13,09
5468,07/15/1996,08/12/1996,1996,industrial_or_comm_equip,missing,1996-07-15,07
1990910114,07/26/1990,08/23/1990,1990,residentual_multi_tennant_dwelling,missing,1990-07-26,07
6277,09/09/1996,09/23/1996,1996,residential_construction,missing,1996-09-09,09
6914,03/10/1997,05/07/1997,1997,residential_construction,missing,1997-03-10,03
1991920261,08/26/1991,09/11/1991,1991,leaf_blower,missing,1991-08-26,08
