Case Number,Case Open Date,Case Close Date,Case Year,Case Sub-Type,Address Zip Code
5869,05/22/1996,07/18/1996,1996,Industrial/commercial   Equipment Noise,20854
13480,09/22/2003,08/10/2006,2003,Industrial/commercial   heat Pump/ac Noise,20815
20221503,04/20/2022,06/21/2022,2022,Waiver Request,20910
20221278,03/09/2022,03/22/2022,2022,Industrial/commercial  construction/repair/demolit,20910
13292,08/14/2003,08/17/2004,2003,Industrial/commercial  construction/repair/demolit,20852
13551,10/06/2003,11/28/2003,2003,Residential   Mechanical,20854
6588,11/27/1996,01/09/1997,1996,Residential House/yard,20850
20212590,10/20/2021,11/17/2021,2021,Industrial/commercial   Electrical Amp Equip,20886
10009,06/05/1998,01/01/1999,1998,Industrial/commercial  construction/repair/demolit,20850
20251556,04/21/2025,04/22/2025,2025,Residential Muti Tenant Dwelling,20814
20212395,09/14/2021,11/02/2021,2021,Industrial/commercial   Electrical Amp Equip,20872
20201276,03/02/2020,09/23/2020,2020,Residential   Construction/repair/demolition,20814
2014198,01/30/2014,02/21/2014,2014,Residential   Construction/repair/demolition,20854
119,02/08/2000,03/28/2000,2000,Industrial/commercial  construction/repair/demolit,20853
20161076,01/21/2016,02/19/2016,2016,Residential   Mechanical,20852
14031,01/12/2004,01/15/2004,2004,Industrial/commercial   Equipment Noise,20842
20202341,08/19/2020,08/20/2020,2020,Industrial/commercial  construction/repair/demolit,20910
20191694,05/01/2019,05/02/2019,2019,Residential Muti Tenant Dwelling,20895
8350,04/29/1999,05/20/1999,1999,Industrial/commercial   Electrical Amp Equip,20874
20192691,11/15/2019,11/18/2019,2019,Residential   Construction/repair/demolition,20814
20231647,05/19/2023,09/27/2023,2023,Waiver Request,20850
21089,12/03/2008,12/08/2008,2008,Industrial/commercial   Equipment Noise,20815
4654,06/30/1995,08/31/1995,1995,Industrial/commercial   Equipment Noise,20877
20151824,06/22/2015,07/01/2015,2015,Residential   Construction/repair/demolition,20817
20252482,09/12/2025,10/08/2025,2025,Leaf Blower Use   Petro Fueled,20901
20251582,04/24/2025,07/29/2025,2025,Waiver Request,20850
27162,10/17/2012,11/30/2012,2012,Industrial/commercial  construction/repair/demolit,20817
20253166,11/25/2025,12/11/2025,2025,Leaf Blower Use   Petro Fueled,20895
20241523,04/16/2024,04/16/2024,2024,Industrial/commercial   Electrical Amp Equip,20910
20191475,04/09/2019,05/09/2019,2019,Residential Muti Tenant Dwelling,20904
20141548,12/02/2014,05/08/2015,2014,Residential   Construction/repair/demolition,20910
20232644,12/13/2023,01/17/2024,2023,Waiver Request,20814
20152418,11/05/2015,01/20/2016,2015,Industrial/commercial  construction/repair/demolit,20852
20221304,03/14/2022,04/11/2022,2022,Residential   Construction/repair/demolition,20895
20231403,03/31/2023,06/06/2023,2023,Industrial/commercial   Refuse Noise Collection,20910
20161110,02/08/2016,08/23/2016,2016,Residential Muti Tenant Dwelling,20878
20211175,02/17/2021,03/08/2021,2021,Residential   El  Amplification Equip,20886
20182619,12/11/2018,04/30/2019,2018,Industrial/commercial   Refuse Noise Collection,20874
20241577,04/25/2024,04/29/2024,2024,Industrial/commercial   Equipment Noise,20895
27366,12/03/2012,06/07/2013,2012,Industrial/commercial   Equipment Noise,20850
20182162,08/16/2018,11/14/2018,2018,Industrial/commercial  construction/repair/demolit,20814
7593,07/22/1997,08/11/1997,1997,Residential House/yard,20902
20252109,07/29/2025,01/05/2026,2025,Leaf Blower Use   Petro Fueled,20816
18192,09/27/2006,09/28/2006,2006,Industrial/commercial   Equipment Noise,20906
7197,04/24/1997,06/20/1997,1997,Residential House/yard,20902
19100,05/29/2007,06/26/2007,2007,Residential   El  Amplification Equip,20874
20162564,12/06/2016,01/09/2017,2016,Industrial/commercial   Electrical Amp Equip,20814
20161306,04/01/2016,04/29/2016,2016,Residential Muti Tenant Dwelling,20854
2014586,04/28/2014,06/11/2014,2014,Industrial/commercial  construction/repair/demolit,20855
16821,10/10/2005,11/09/2005,2005,Industrial/commercial   Equipment Noise,20850
20181558,04/16/2018,07/16/2018,2018,Residential   El  Amplification Equip,20832
20191,04/09/2008,04/21/2008,2008,Residential   Mechanical,20815
7754,09/04/1997,09/26/1997,1997,Residential House/yard,20910
20211353,03/12/2021,03/23/2021,2021,Industrial/commercial   Electrical Amp Equip,20814
10526,10/07/1998,11/02/1998,1998,Industrial/commercial  construction/repair/demolit,20906
20252453,09/10/2025,09/24/2025,2025,Leaf Blower Use   Petro Fueled,20866
20241988,07/11/2024,10/01/2024,2024,Industrial/commercial   Equipment Noise,20910
20201921,05/26/2020,06/09/2020,2020,Residential Muti Tenant Dwelling,20906
20181946,06/20/2018,09/04/2018,2018,Residential Muti Tenant Dwelling,20886
1214,11/13/2000,11/24/2000,2000,Industrial/commercial  construction/repair/demolit,20833
20221885,07/01/2022,07/11/2022,2022,Noise Industrial/commercial   Leaf Blower Noise,20817
20202497,09/22/2020,10/05/2020,2020,Residential Muti Tenant Dwelling,20874
20212558,10/13/2021,10/25/2021,2021,Industrial/commercial   Refuse Noise Collection,20855
20201115,01/27/2020,02/20/2020,2020,Residential   El  Amplification Equip,20905
19712,11/13/2007,02/29/2008,2007,Industrial/commercial  construction/repair/demolit,20815
17973,07/26/2006,12/14/2006,2006,Residential   Construction/repair/demolition,20874
5075,09/27/1995,03/31/1996,1995,Residential House/yard,20872
8222,01/28/1999,03/20/2000,1999,Industrial/commercial  construction/repair/demolit,20814
20252768,10/17/2025,,2025,Leaf Blower Use   Petro Fueled,20833
23967,10/19/2010,12/20/2010,2010,Industrial/commercial   Equipment Noise,20852
20252443,09/09/2025,10/07/2025,2025,Leaf Blower Use   Petro Fueled,20818
20172172,08/29/2017,11/13/2017,2017,Industrial/commercial  construction/repair/demolit,20850
19865,01/07/2008,02/13/2008,2008,Industrial/commercial   Equipment Noise,20854
18394,11/17/2006,12/13/2006,2006,Residential   Mechanical,20850
20171268,03/09/2017,11/02/2017,2017,Residential   Construction/repair/demolition,20814
2013333,03/28/2013,04/30/2013,2013,Industrial/commercial   Equipment Noise,20850
19944,01/31/2008,04/01/2008,2008,Residential   El  Amplification Equip,20879
20201958,06/01/2020,06/18/2020,2020,Industrial/commercial   Refuse Noise Collection,20817
20252628,09/30/2025,11/10/2025,2025,Industrial/commercial   Equipment Noise,20841
9204,11/02/1999,11/15/1999,1999,Industrial/commercial  construction/repair/demolit,20854
20211706,05/10/2021,07/20/2021,2021,Residential   Mechanical,20901
18977,05/08/2007,08/01/2007,2007,Industrial/commercial   Equipment Noise,20839
9097,09/24/1999,01/27/2000,1999,Industrial/commercial   Equipment Noise,20852
16648,08/09/2005,03/09/2006,2005,Industrial/commercial   Equipment Noise,20910
8537,02/18/1999,03/21/2000,1999,Residential House/yard,20902
20192732,11/22/2019,12/10/2019,2019,Residential Muti Tenant Dwelling,20902
20192407,09/19/2019,09/25/2019,2019,Residential   El  Amplification Equip,20886
20161283,03/25/2016,08/10/2016,2016,Industrial/commercial  construction/repair/demolit,20814
20151082,02/03/2015,01/26/2017,2015,Industrial/commercial   Equipment Noise,20882
20192694,11/15/2019,01/14/2020,2019,Industrial/commercial   Equipment Noise,20815
20241801,06/10/2024,07/12/2024,2024,Residential   Motor Vehicle Noise,20912
20242503,10/25/2024,11/08/2024,2024,Residential   El  Amplification Equip,20902
20222122,08/18/2022,08/29/2022,2022,Residential   Construction/repair/demolition,20904
20252704,10/08/2025,10/31/2025,2025,Leaf Blower Use   Petro Fueled,20817
20162110,08/17/2016,09/22/2016,2016,Industrial/commercial   heat Pump/ac Noise,20850
20242389,10/03/2024,10/24/2024,2024,Industrial/commercial   Equipment Noise,20816
27058,09/21/2012,10/18/2012,2012,Residential   Mechanical,20854
25405,09/02/2011,09/14/2011,2011,Industrial/commercial  construction/repair/demolit,20906
1272,11/29/2000,05/21/2001,2000,Industrial/commercial   Equipment Noise,20854
20211718,05/11/2021,06/01/2021,2021,Industrial/commercial   Electrical Amp Equip,20815
20181167,02/20/2018,06/06/2018,2018,Waiver Request,20814
2369,07/17/2001,07/20/2001,2001,Industrial/commercial  construction/repair/demolit,20874
20161301,04/01/2016,12/08/2016,2016,Industrial/commercial   Electrical Amp Equip,20852
22502,10/08/2009,10/26/2009,2009,Industrial/commercial  construction/repair/demolit,20910
20162473,11/14/2016,12/13/2016,2016,Industrial/commercial  construction/repair/demolit,20886
20201070,01/16/2020,02/28/2020,2020,Residential Muti Tenant Dwelling,20866
4558,06/14/1995,07/11/1995,1995,Industrial/commercial   Equipment Noise,20906
20141046,07/25/2014,08/04/2014,2014,Residential   Mechanical,20815
21777,05/26/2009,06/04/2009,2009,Industrial/commercial   Electrical Amp Equip,20814
20162104,08/15/2016,09/01/2016,2016,Residential   Mechanical,20906
20253133,11/23/2025,12/11/2025,2025,Leaf Blower Use   Petro Fueled,20815
21897,06/24/2009,08/18/2009,2009,Residential   Construction/repair/demolition,20814
646,06/28/2000,08/04/2000,2000,Industrial/commercial   Equipment Noise,20814
14733,05/28/2004,07/16/2004,2004,Industrial/commercial  construction/repair/demolit,20817
20221660,05/20/2022,06/01/2022,2022,Residential House/yard,20814
20131233,10/08/2013,10/18/2013,2013,Industrial/commercial  construction/repair/demolit,20853
20252434,09/08/2025,09/18/2025,2025,Leaf Blower Use   Petro Fueled,20912
2373,07/17/2001,05/03/2002,2001,Industrial/commercial   Electrical Amp Equip,20906
20202281,08/10/2020,10/15/2020,2020,Residential   El  Amplification Equip,20876
20251310,03/14/2025,04/03/2025,2025,Residential   El  Amplification Equip,20902
20242493,10/24/2024,12/27/2024,2024,Residential   Construction/repair/demolition,20906
20211785,05/24/2021,08/31/2021,2021,Industrial/commercial   heat Pump/ac Noise,20910
20211442,03/24/2021,04/16/2021,2021,Industrial/commercial  construction/repair/demolit,20910
20252053,07/21/2025,12/01/2025,2025,Leaf Blower Use   Petro Fueled,20861
20221322,03/18/2022,06/27/2022,2022,Residential Muti Tenant Dwelling,20901
20241704,05/21/2024,07/01/2024,2024,Residential   El  Amplification Equip,20904
20232236,09/12/2023,10/10/2023,2023,Industrial/commercial   heat Pump/ac Noise,20854
20231688,05/25/2023,06/27/2023,2023,Residential   El  Amplification Equip,20895
20252217,08/11/2025,08/20/2025,2025,Leaf Blower Use   Petro Fueled,20872
20251254,03/06/2025,03/12/2025,2025,Industrial/commercial   Equipment Noise,20815
7063,04/04/1997,04/30/1997,1997,Industrial/commercial  construction/repair/demolit,20866
20172520,11/21/2017,01/24/2018,2017,Residential House/yard,20815
20202299,08/11/2020,08/25/2020,2020,Residential   Motor Vehicle Noise,20882
20211460,03/29/2021,04/07/2021,2021,Residential Muti Tenant Dwelling,20876
20151632,05/11/2015,06/02/2015,2015,Noise Industrial/commercial   Leaf Blower Noise,20816
20222044,08/02/2022,09/01/2022,2022,Residential   Construction/repair/demolition,20902
23898,10/01/2010,01/03/2011,2010,Residential   El  Amplification Equip,20901
20253080,11/18/2025,12/29/2025,2025,Leaf Blower Use   Petro Fueled,20853
20192315,08/29/2019,09/12/2019,2019,Industrial/commercial   Equipment Noise,20815
21925,06/29/2009,12/22/2009,2009,Industrial/commercial   Electrical Amp Equip,20814
2014359,03/20/2014,04/15/2014,2014,Industrial/commercial  construction/repair/demolit,20814
7785,10/21/1997,11/03/1997,1997,Residential   Construction/repair/demolition,20891
20182584,12/06/2018,02/05/2019,2018,Industrial/commercial   Equipment Noise,20854
8911,08/09/1999,06/20/2000,1999,Residential House/yard,20814
20242701,12/06/2024,01/07/2025,2024,Noise Industrial/commercial   Leaf Blower Noise,20903
9099,09/24/1999,11/29/1999,1999,Industrial/commercial   Equipment Noise,20904
8283,04/09/1999,07/12/1999,1999,Residential House/yard,20901
25834,12/22/2011,01/04/2012,2011,Residential   Construction/repair/demolition,20852
20252177,08/06/2025,,2025,Waiver Request,20815
20241780,06/04/2024,08/14/2024,2024,Industrial/commercial   Electrical Amp Equip,20902
12924,06/02/2003,07/30/2003,2003,Residential House/yard,20815
20251841,06/20/2025,06/26/2025,2025,Industrial/commercial   Equipment Noise,20910
17296,02/17/2006,05/22/2006,2006,Residential   Mechanical,20866
20172297,09/29/2017,11/07/2017,2017,Residential   El  Amplification Equip,20901
14174,02/20/2004,07/16/2004,2004,Industrial/commercial  construction/repair/demolit,20854
10323,08/11/1998,11/24/1998,1998,Residential   Construction/repair/demolition,20850
20241664,05/13/2024,05/14/2024,2024,Residential   El  Amplification Equip,20886
20201480,04/02/2020,04/30/2020,2020,Residential   Construction/repair/demolition,20816
20242400,10/07/2024,11/05/2024,2024,Residential   El  Amplification Equip,20906
17723,05/31/2006,08/03/2006,2006,Residential   El  Amplification Equip,20895
15170,08/23/2004,09/29/2004,2004,Residential   Motor Vehicle Noise,20872
20711,08/11/2008,08/18/2008,2008,Residential   Construction/repair/demolition,20814
20232092,08/11/2023,08/29/2023,2023,Industrial/commercial   Refuse Noise Collection,20855
4743,07/24/1995,08/28/1995,1995,Residential   Mechanical,20902
20251546,04/21/2025,05/01/2025,2025,Residential House/yard,20853
14477,04/14/2004,04/21/2004,2004,Residential   Mechanical,20850
20192582,10/22/2019,11/12/2019,2019,Industrial/commercial   Refuse Noise Collection,20850
26047,02/22/2012,04/27/2012,2012,Residential   Construction/repair/demolition,20817
24345,02/02/2011,03/11/2011,2011,Residential Muti Tenant Dwelling,20814
8818,07/09/1999,05/11/2000,1999,Residential House/yard,20853
20796,09/05/2008,09/30/2008,2008,Residential   Motor Vehicle Noise,20854
9982,05/29/1998,06/17/1998,1998,Industrial/commercial  construction/repair/demolit,20817
20241761,06/03/2024,11/25/2024,2024,Residential   El  Amplification Equip,20882
20221547,04/28/2022,04/29/2022,2022,Residential   El  Amplification Equip,20902
20858,09/23/2008,06/10/2009,2008,Residential   El  Amplification Equip,20904
18287,10/20/2006,11/07/2006,2006,Industrial/commercial  construction/repair/demolit,20850
20242248,09/04/2024,10/03/2024,2024,Industrial/commercial   Equipment Noise,20854
20151002,01/05/2015,02/02/2015,2015,Residential   Motor Vehicle Noise,20906
8915,08/10/1999,08/30/1999,1999,Industrial/commercial  construction/repair/demolit,20882
1709,02/08/2001,02/16/2001,2001,Industrial/commercial   Equipment Noise,20816
1020,09/28/2000,12/14/2000,2000,Industrial/commercial   Equipment Noise,20910
20242281,09/10/2024,10/15/2024,2024,Residential Muti Tenant Dwelling,20901
4776,08/03/1995,10/26/1995,1995,Industrial/commercial   Electrical Amp Equip,20832
16586,07/25/2005,11/17/2005,2005,Residential   Mechanical,20815
20162350,10/13/2016,01/30/2017,2016,Industrial/commercial  construction/repair/demolit,20814
26112,03/13/2012,05/16/2012,2012,Residential Muti Tenant Dwelling,20904
20181262,03/07/2018,03/27/2018,2018,Residential   Construction/repair/demolition,20815
22059,07/22/2009,09/25/2009,2009,Industrial/commercial   heat Pump/ac Noise,20814
8201,05/13/1999,08/23/1999,1999,Residential   El  Amplification Equip,20866
20252220,08/12/2025,09/09/2025,2025,Leaf Blower Use   Petro Fueled,20852
20171561,05/15/2017,06/21/2017,2017,Residential Muti Tenant Dwelling,20852
20192520,10/09/2019,10/24/2019,2019,Industrial/commercial   Equipment Noise,20874
7883,09/22/1997,10/24/1997,1997,Industrial/commercial   Equipment Noise,20850
20242162,08/16/2024,12/27/2024,2024,Waiver Request,20852
15804,01/18/2005,01/28/2005,2005,Industrial/commercial   Electrical Amp Equip,20832
20181940,06/19/2018,09/17/2018,2018,Industrial/commercial   Equipment Noise,20871
24866,05/13/2011,06/16/2011,2011,Industrial/commercial   Equipment Noise,20910
20242097,08/01/2024,11/06/2024,2024,Residential Muti Tenant Dwelling,20852
20181394,03/28/2018,04/11/2018,2018,Industrial/commercial  construction/repair/demolit,20895
20201142,01/31/2020,01/31/2020,2020,Waiver Request,20910
7739,08/25/1997,10/27/1997,1997,Industrial/commercial  construction/repair/demolit,20874
20232357,10/06/2023,11/14/2023,2023,Industrial/commercial   Electrical Amp Equip,20852
20152011,08/03/2015,08/17/2015,2015,Industrial/commercial  construction/repair/demolit,20815
20242332,09/19/2024,10/17/2024,2024,Industrial/commercial   Equipment Noise,20901
26949,08/30/2012,10/10/2012,2012,Industrial/commercial   Electrical Amp Equip,20851
20252932,11/05/2025,11/25/2025,2025,Leaf Blower Use   Petro Fueled,20910
20475,06/13/2008,07/10/2008,2008,Industrial/commercial  construction/repair/demolit,20854
20172231,09/18/2017,01/10/2018,2017,Industrial/commercial   Equipment Noise,20833
20222599,12/28/2022,01/17/2023,2022,Residential   El  Amplification Equip,20852
20241949,07/03/2024,07/23/2024,2024,Industrial/commercial   Refuse Noise Collection,20855
20253280,12/08/2025,12/17/2025,2025,Leaf Blower Use   Petro Fueled,20901
16418,06/17/2005,06/28/2005,2005,Industrial/commercial  construction/repair/demolit,20871
20212153,07/22/2021,08/24/2021,2021,Residential   Motor Vehicle Noise,20905
20202525,09/28/2020,10/19/2020,2020,Residential   El  Amplification Equip,20906
20221591,05/05/2022,09/19/2022,2022,Residential   Construction/repair/demolition,20874
20182643,12/17/2018,05/19/2019,2018,Waiver Request,20910
