license_type,license_number,issue_date,expiration_date,primary_applicant,business_name,address,city,state,zip_code,telephone,location,year_of_issue,year_of_exp
BUILDING CONTRACTORS LICENSE,BC2477,07/18/1991,07/18/1993,MEGHA ENTERPRISES INC,NA,007527  SPRING LAKE  DR,BETHESDA,MD,20817,NA,POINT (-77.15427 39.02782),1991,1993
BUILDING CONTRACTORS LICENSE,BC230248,08/24/2023,08/24/2025,Daniel Mathias Perez Laino,NA,10825 S. Glen Road,Potomac,MD,20854,(240)654-2390,POINT (-77.2154 39.03367),2023,2025
BUILDING CONTRACTORS LICENSE,BC3060,07/18/1991,07/18/1993,M J RAINES & CO INC,NA,008278  IMPERIAL  DR,LAUREL,MD,20708,NA,POINT (-76.85809 39.06772),1991,1993
BUILDING CONTRACTORS LICENSE,BC3073,09/10/1991,09/10/1993,VINTAGE HOMESTEADS LIMITED,NA,003534  ROSEMARY  LANE,ELLICOTT CITY,MD,21042,NA,POINT (-76.96076 39.27475),1991,1993
BUILDING CONTRACTORS LICENSE,BC219404,05/06/2015,05/06/2021,"BETHESDA MEWS, LLC","BETHESDA MEWS, LLC",ONE PRESERVE PARKWAY,ROCKVILLE,MD,20852,(301)978-3630,POINT (-77.14914 39.06625),2015,2021
BUILDING CONTRACTORS LICENSE,BC3769,06/03/2004,06/02/2008,"WILLIAM CHEEKS, SR.",WILLIAM J.CHEEKS GEN.CONTRACTO,13146 OLD NATIONAL PIKE,MT. AIRY,MD,21771,(301)639-6810x,POINT (-77.20529 39.37168),2004,2008
BUILDING CONTRACTORS LICENSE,BC2756,06/02/1991,06/02/1993,MAIDEN PROPERTIES INC,NA,012816  MAIDENS BOWER  DR,POTOMAC,MD,20854,NA,POINT (-77.29125 39.0721),1991,1993
BUILDING CONTRACTORS LICENSE,BC2385,09/17/1992,09/17/1994,RICHMARR CONSTRUCTION CORP,NA,005301  WISCONSIN  AVE500,WASHINGTON,DC,20015,NA,POINT (-77.08489 38.95916),1992,1994
BUILDING CONTRACTORS LICENSE,BC230392,11/07/2023,11/07/2025,Ziba Management Inc.,NA,"1314 North Carolina Avenue, NE",NA,Washington DC,20002,(301)366-8210,POINT (-119.22415 46.23753),2023,2025
BUILDING CONTRACTORS LICENSE,BC3237,07/06/1994,07/06/1996,AMERICAN EAGLE DEVELOPMENT CORP,NA,018560  OFFICE PARK  DR,GAITHERSBURG,MD,20879,NA,POINT (-77.20309 39.16111),1994,1996
BUILDING CONTRACTORS LICENSE,BC3206,01/13/1998,01/13/2002,RAYMOND GEIER,CUMBERLAND CUSTOM HOMES OF MID,1033  STERLING  ROAD,HERDON,VA,20170,(703)709-7919x,POINT (-77.39662 38.96844),1998,2002
BUILDING CONTRACTORS LICENSE,BC2746,05/05/1999,05/05/2003,JOHN HAWBERMALE,METROPOLITAN BUILDING & DEVELO,PO BOX 98,BURTONSVILLE,MD,20866,(301)570-8802x,missing,1999,2003
BUILDING CONTRACTORS LICENSE,BC3090,01/15/1992,01/15/1994,J C B HOMES INC,NA,001802  STONEGATE  AVE,CROFTON,MD,21114,NA,POINT (-76.67929 38.99421),1992,1994
BUILDING CONTRACTORS LICENSE,BC229246,05/09/2022,05/09/2024,William H. Becker,NA,9000 Congressional Parkway,Potomac,MD,20854,(301)613-2727,POINT (-77.19521 39.00246),2022,2024
BUILDING CONTRACTORS LICENSE,BC3176,05/26/1999,05/26/2019,"K HOVNANIAN HOME OF MARYLAND, LLC","K HOVNANIAN HOME OF MD, INC.",2391 Brandermill Blvd.,Gambrills,MD,21054,(301)683-6233,POINT (-76.68245 39.03392),1999,2019
BUILDING CONTRACTORS LICENSE,BC3335,03/05/1996,05/02/1997,"WESTON-MATTHEWS, INC.",NA,5308  BEAUVOIR  CT,ANNE ARUNDEL,MD,20778,NA,POINT (-76.55583 38.81892),1996,1997
BUILDING CONTRACTORS LICENSE,BC227346,11/01/2019,11/01/2021,BARRY D. AND WENDY L. HACKEY,NA,8327 Warfield Road,Gaithersburg,MD,20882,(240)606-4407,POINT (-77.1727 39.19023),2019,2021
BUILDING CONTRACTORS LICENSE,BC0806,06/05/1993,12/13/1994,H EDWARDS CONSTRUCTION INC,NA,006645  MINK HOLLOW  RD,HIGHLAND,MD,20777,NA,POINT (-76.97888 39.18954),1993,1994
BUILDING CONTRACTORS LICENSE,BC2552,07/01/1991,07/01/1993,CROSS BUILDERS,NA,001355  BEVERLY  RD,MCLEAN,VA,22101,NA,POINT (-77.17757 38.93675),1991,1993
BUILDING CONTRACTORS LICENSE,BC2931,05/02/1999,07/14/2024,"CHADSWORTH HOMES, INC.","CHADWORTH HOMES, INC.",10322 Democracy Lane,Potomac,MD,20854,(301)315-5805x,POINT (-77.16666 39.02501),1999,2024
BUILDING CONTRACTORS LICENSE,BC227686,04/17/2020,04/17/2022,"ASP 7004 Richard Drive, LLC",NA,"5283 Corporate Drive, Suite 300",Frederick,MD,21703,(240)405-1334,POINT (-77.41859 39.37741),2020,2022
BUILDING CONTRACTORS LICENSE,BC2497,11/01/1996,11/01/1998,SCHATTNER ROSEN CONSTRUCTION INC,NA,015729  CRABBS BRANCH  WAY,ROCKVILLE,MD,20855,NA,POINT (-77.15598 39.11219),1996,1998
BUILDING CONTRACTORS LICENSE,BC227556,02/11/2020,02/11/2022,"RENOVATION STUDIO, LLC","RENOVATION STUDIO, LLC",3932 WASHINGTON STREET,KENSINGTON,MD,20895,(240)374-2525,POINT (-77.07917 39.02317),2020,2022
BUILDING CONTRACTORS LICENSE,BC2684,09/10/1992,09/10/1994,EMPIRE HOME BUILDER INC,NA,011109  FAWSETT  RD,POTOMAC,MD,20854,NA,POINT (-77.22866 38.99545),1992,1994
BUILDING CONTRACTORS LICENSE,BC3864,03/07/2006,07/08/2011,STEVEN SANDLER,MIDTOWN BETHESDA NORTH,1751 PINNACLE DRIVE,MCLEAN,VA,22102,(703)770-8604x,POINT (-77.22874 38.9215),2006,2011
BUILDING CONTRACTORS LICENSE,BC3662,07/09/2002,07/09/2026,"GTM PROPERTIES, LLC","GTM PROPERTIES, LLC","7735 OLD GEORGETOWN ROAD,",BETHESDA,MD,20814,(240)333-2000x,POINT (-77.09828 38.98717),2002,2026
BUILDING CONTRACTORS LICENSE,BC2235,03/08/1992,03/08/1994,KENNETH N GREENBERG DEVELOPMENT CO INC,NA,006416  DAHLONEGA  RD,BETHESDA,MD,20816,NA,POINT (-77.13048 38.96508),1992,1994
BUILDING CONTRACTORS LICENSE,BC0893,05/04/1991,05/04/1993,LARRY E ORTH BUILDER INC,NA,020924  LOCHAVEN  CT,GAITHERSBURG,MD,20882,NA,POINT (-77.1799 39.19993),1991,1993
BUILDING CONTRACTORS LICENSE,BC227567,02/14/2020,02/14/2022,"5644 BENT BRANCH RD, LLC",NA,4511 Everett Street,Kensington,MD,20895,(301)512-7069,POINT (-77.08981 39.02302),2020,2022
BUILDING CONTRACTORS LICENSE,BC212081,11/05/2013,11/05/2015,RIDAN BUILDERS,NA,13200 CLEVELAND DRIVE,ROCKVILLE,MD,20850,(301)840-5854,POINT (-77.19674 39.07018),2013,2015
BUILDING CONTRACTORS LICENSE,BC228579,06/09/2021,06/09/2025,"Long Creek Construction, LTD",NA,9333 4th Street,Lanham,MD,20706,(301)306-1028,POINT (-76.84916 38.97246),2021,2025
BUILDING CONTRACTORS LICENSE,BC3568,01/31/2002,12/02/2024,JAMAAL HOMES,JAMAAL HOMES,18806 BROOKE ROAD,SANDY SPRING,MD,20860,(301)260-9453x,POINT (-77.01768 39.16575),2002,2024
BUILDING CONTRACTORS LICENSE,BC2211,12/05/1996,12/05/1998,"RICHARD B. PETTIT & CO., INC.",NA,18205D  FLOWER HILL  WAY,GAITHERSBURG,MD,20879,NA,POINT (-77.16377 39.15552),1996,1998
BUILDING CONTRACTORS LICENSE,BC231088,05/30/2024,05/30/2026,Kehoe Group 7408 Pyle Rd LLC,NA,4511 Everett Street,Kensington,MD,20895,(301)512-7069,POINT (-77.08981 39.02302),2024,2026
BUILDING CONTRACTORS LICENSE,BC225761,07/11/2018,07/11/2020,"5400 Grosvenor, LLC",NA,4800 Hampden Lane,Bethesda,MD,20814,(301)634-8600,POINT (-77.095233983 38.982481989),2018,2020
BUILDING CONTRACTORS LICENSE,BC224912,06/01/2018,06/01/2020,"Hemingway Homes-Montgomery, LLC",NA,4938 Hampden Lane,Bethesda,MD,20814,(240)508-3392,POINT (-77.09751 38.98245),2018,2020
BUILDING CONTRACTORS LICENSE,BC3205,12/21/1993,12/21/1995,"PREMIERE HOMES, LTD",NA,"2401  RESEARCH BOULEVARD, #320",ROCKVILLE,MD,20850,(301)975-0165x,POINT (-77.185758 39.103855),1993,1995
BUILDING CONTRACTORS LICENSE,BC226908,06/19/2019,06/19/2021,"COLUMBIA HOMES, INC",NA,1806 Beulah Road,Vienna,VA,22182,(703)349-6838,POINT (-77.27353 38.92663),2019,2021
BUILDING CONTRACTORS LICENSE,BC3040,05/10/1991,05/10/1993,GOODMAN HOMES,NA,006820  ELM  ST101,MCLEAN,VA,22101,NA,POINT (-77.17853 38.93504),1991,1993
BUILDING CONTRACTORS LICENSE,BC3811,03/09/2005,03/09/2009,SCOTT ROSS,ROCKVILLE TOWN SQUARE,"7910 WOODMONT AVENUE,",BETHESA,MD,20814,(301)657-8899x,POINT (-77.09629 38.98931),2005,2009
BUILDING CONTRACTORS LICENSE,BC224219,12/05/2017,12/05/2019,"Comstock Redland Road, LC",NA,1886 Metro Center Dr.,Reston,VA,20190,(703)883-1700,POINT (-77.34105 38.9506),2017,2019
BUILDING CONTRACTORS LICENSE,BC227853,07/22/2020,07/22/2022,5907 Greentree Road LLC,NA,8306 Melody Court,Bethesda,MD,20817,(240)687-3697,POINT (-77.13476 38.99329),2020,2022
BUILDING CONTRACTORS LICENSE,BC222629,01/06/2016,01/06/2018,"C. T. CAMP CONSTRUCTION CO., INC.","C. T. CAMP CONSTR CO., INC.",1125 BRIGGS CHANEY ROAD,SILVER SPRING,MD,20905,(301)384-3248,POINT (-76.98836 39.10466),2016,2018
BUILDING CONTRACTORS LICENSE,BC228014,10/13/2020,10/13/2022,DENIS MEDVEDEV & KETAKI JAIN,NA,5107 Allan Terrace,Bethesda,MD,20816,(202)817-6462,POINT (-77.10227 38.95764),2020,2022
BUILDING CONTRACTORS LICENSE,BC226854,06/07/2019,06/07/2021,"BO-BUD ACQUISITIONS, LLC",NA,9679C Main Street,Fairfax,VA,22031,(703)932-2495,POINT (-77.2797 38.84175),2019,2021
BUILDING CONTRACTORS LICENSE,BC229551,11/21/2022,11/21/2024,PHILIP PARSONS,NA,11124 Post House Court,Potomac,MD,20854,(301)793-2671,POINT (-77.17552 39.03834),2022,2024
BUILDING CONTRACTORS LICENSE,BC3924,06/11/2007,06/11/2019,"CHRISLER HOMES, LLC","CHRISLER HOMES, LLC",19113 BEALLSVILLE ROAD,BEALLSVILLE,MD,20839,(301)349-2155x,POINT (-77.41684 39.16978),2007,2019
BUILDING CONTRACTORS LICENSE,BC228201,01/08/2021,01/08/2025,"BEECH RESIDENTIAL, LLC",NA,5283 Corporate Drive,Frederick,MD,21703,(240)405-1334,POINT (-77.41859 39.37741),2021,2025
BUILDING CONTRACTORS LICENSE,BC3415,09/10/1999,09/10/2017,"GOSHEN LAND COMPANY, INC.","GOSHEN LAND COMPANY, INC.",9613 WATKINS ROAD,LAYTONSVILLE,MD,20882,(301)482-2211x,POINT (-77.19835 39.23606),1999,2017
BUILDING CONTRACTORS LICENSE,BC3888,08/01/2006,08/01/2014,"FOLEY HOMES, LLC","FOLEY HOMES, LLC","1655 NORTH FORT MYER DRIVE,",ARLINGTON,VA,22209,(703)248-0808x,POINT (-77.07148 38.89405),2006,2014
BUILDING CONTRACTORS LICENSE,BC228164,12/22/2020,12/22/2022,MITCHELL & LYDIA J. WEBER,NA,5427 Roosevelt Street,Bethesda,MD,20817,(410)340-5273,POINT (-77.11133 38.99548),2020,2022
BUILDING CONTRACTORS LICENSE,BC228255,02/04/2021,02/04/2025,"Estoril Construction, Inc.",NA,5116 Wessling Lane,Bethesda,MD,20814,(301)652-2775,POINT (-77.10398 38.9792),2021,2025
BUILDING CONTRACTORS LICENSE,BC229415,09/09/2022,09/09/2024,"COVEY CONSTRUCTION & CONSULTING, LLC",NA,16836 Hardy Road,Mt. Airy,MD,21771,(410)984-2824,POINT (-77.09681 39.34162),2022,2024
BUILDING CONTRACTORS LICENSE,BC206238,11/08/2012,11/08/2016,"W. P. MALONEY, INC.","W. P. MALONEY, INC",7625 WISCONSIN AVENUE,BETHESDA,MD,20814,(301)908-8140,POINT (-77.09467 38.98648),2012,2016
BUILDING CONTRACTORS LICENSE,BC223965,07/25/2017,07/25/2021,"Tregoning, LC",NA,1355 Beverly Road,McLean,VA,22101,(703)734-9855,POINT (-77.17757 38.93675),2017,2021
BUILDING CONTRACTORS LICENSE,BC0759,09/19/1992,09/19/1994,BLOOM CONTRACTORS INC,NA,006526  BROXBURN  DR,BETHESDA,MD,20817,NA,POINT (-77.14591 38.97594),1992,1994
BUILDING CONTRACTORS LICENSE,BC2873,09/14/1992,09/14/1994,JOSEPH ALFANDRE & CO INC,NA,PO BOX 5569,ROCKVILLE,MD,20855,NA,missing,1992,1994
BUILDING CONTRACTORS LICENSE,BC228592,06/17/2021,06/17/2025,Stipp Builders LLC,NA,14504 CARONA DR,Silver Spring,MD,20905,(240)501-1120,POINT (-77.02734 39.095),2021,2025
BUILDING CONTRACTORS LICENSE,BC3784,08/11/2004,08/11/2020,"SCHWARTZ CUSTOM HOMES, LLC","SCHWARTZ CUSTOM HOMES, LLC",11801 CENTURION WAY,POTOMAC,MD,20854,(301)765-0165x,POINT (-77.24543 39.07144),2004,2020
BUILDING CONTRACTORS LICENSE,BC226907,06/19/2019,06/19/2021,"3201 WINNETT, LLC",NA,7520 Hampden Lane,Bethesda,MD,20814,(202)437-5931,POINT (-77.10986 38.9857),2019,2021
BUILDING CONTRACTORS LICENSE,BC203747,07/05/2012,07/05/2022,"ALTA DEVELOPMENT, LLC","ALTA DEVELOPMENT, LLC","2323 Tracy Place, NW",Washington,DC,20008,(703)725-6215,POINT (-77.05202 38.9163),2012,2022
BUILDING CONTRACTORS LICENSE,BC223932,07/11/2017,07/11/2019,"CM PARKLAND, LLC",NA,18310 Montgomery Village Avenue,Gaithersburg,MD,20879,(301)977-8400,POINT (-77.20708 39.15703),2017,2019
BUILDING CONTRACTORS LICENSE,BC228448,04/29/2021,04/29/2023,DePollar Consulting Inc,NA,9812 Falls Road #114-244,Potomac,MD,20854,(240)993-7293,POINT (-77.21102 39.01812),2021,2023
BUILDING CONTRACTORS LICENSE,BC212704,01/14/2014,01/14/2022,"ERAM HOMES, LLC",ERAM HOMES,5311 Willard Avenue,Chevy Chase,MD,20817,(202)468-0355,POINT (-77.09636 38.96114),2014,2022
BUILDING CONTRACTORS LICENSE,BC227474,01/09/2020,01/09/2024,"PAVILION REAL ESTATE, LLC",NA,4414 Hallet Street,Rockville,MD,20853,(202)740-6708,POINT (-77.08881 39.07184),2020,2024
BUILDING CONTRACTORS LICENSE,BC228265,02/11/2021,02/11/2023,"ASP 7220 Delfield Street, LLC",NA,"5283 Corporate Drive, Suite 300",Frederick,Maryland,21703,(240)405-1333,POINT (-77.41859 39.37741),2021,2023
BUILDING CONTRACTORS LICENSE,BC2999,06/19/1998,06/19/2018,"BOGDAN BUILDERS, INC.","BOGDAN BUILDERS, INC.",5272 RIVER ROAD,BETHESDA,MD,20816,(301)913-9013x,POINT (-77.10536 38.96573),1998,2018
BUILDING CONTRACTORS LICENSE,BC2769,08/30/1995,08/30/1997,OMNI CONTRACTORS INC,NA,007500  OLD GEORGETOWN  RD,BETHESDA,MD,20814,NA,POINT (-77.09512 38.98528),1995,1997
BUILDING CONTRACTORS LICENSE,BC0609,05/24/1991,05/24/1993,J F SNYDER CO INC,NA,012604  TWO FARM  DR,SILVER SPRING,MD,20904,NA,POINT (-77.00791 39.06376),1991,1993
BUILDING CONTRACTORS LICENSE,BC230447,12/05/2023,12/05/2025,"ITM Developments, LLC",NA,1800 GREENWICH WOOD DR,SILVER SPRING,MD,20903,(240)429-4574,POINT (-76.97315 39.01528),2023,2025
BUILDING CONTRACTORS LICENSE,BC213421,03/10/2014,03/10/2022,"METROPOLITAN INDUSTRIES, INC.","METROPOLITAN INDUSTRIES, INC.",5014 46TH AVENUE,EDMONSTON,MD,20781,(301)277-3747,POINT (-76.9391 38.95237),2014,2022
BUILDING CONTRACTORS LICENSE,BC230987,05/10/2024,05/10/2026,America Construction LLC,NA,"3852 Dulles South Ct., Suite E",Chantilly,VA,20151,(703)786-8024,POINT (-77.47115 38.9125),2024,2026
BUILDING CONTRACTORS LICENSE,BC222909,05/25/2016,05/25/2020,"RYLEA HOMES, INC.",NA,P.O. BOX  68,GLENWOOD,MD,21738,(410)489-6030,missing,2016,2020
BUILDING CONTRACTORS LICENSE,BC223255,10/12/2016,10/12/2018,"ASCEND, LLC OF VIRGINIA","ASCEND, LLC OF VIRGINIA",1350 BEVERLY ROAD,MCLEAN,VA,22101,(703)628-8909,POINT (-77.17882 38.93735),2016,2018
BUILDING CONTRACTORS LICENSE,BC3348,06/04/1996,06/04/1998,"FOSTER COMMUNITIES OF MARYLAND, INC.",NA,1121  MAIDEN CHOICE  LN,BALTIMORE,MD,21229,NA,POINT (-76.69415 39.26114),1996,1998
BUILDING CONTRACTORS LICENSE,BC228646,08/17/2021,08/17/2023,"629 MISSISSIPPI AVE, LLC",NA,912 Silver Spring Ave,Silver Spring,MD,20910,(301)880-7171,POINT (-77.02516 38.99165),2021,2023
BUILDING CONTRACTORS LICENSE,BC229066,03/03/2022,03/03/2024,Palmar Construction LC,NA,769 Grace Street,Herndon,VA,20170,(703)742-8086,POINT (-77.38974 38.97303),2022,2024
BUILDING CONTRACTORS LICENSE,BC228624,07/19/2021,07/19/2023,"6320 HAVILAND DRIVE, LLC",NA,12115j Parklawn Drive,Rockville,MD,20852,(130)167-4622x0,POINT (-77.10963 39.05706),2021,2023
BUILDING CONTRACTORS LICENSE,BC1076,01/01/1993,01/01/1995,KENNETH ALLEN & CO INC,NA,PO BOX 7278,GAITHERSBURG,MD,20898,NA,missing,1993,1995
BUILDING CONTRACTORS LICENSE,BC3126,07/13/1994,07/13/1996,WESTFIELD BUILDERS INC,NA,007881  CESSNA  AVE,GAITHERSBURG,MD,20879,NA,POINT (-77.15985 39.1719),1994,1996
BUILDING CONTRACTORS LICENSE,BC3394,05/06/1999,05/06/2001,CLARK CONTRUCTION,"CLARK CONSTRUCTION BUILDERS,IN",7500  OLD GEORGETOWN  ROAD,BETHESDA,MD,20814,(301)272-8100x,POINT (-77.09512 38.98528),1999,2001
BUILDING CONTRACTORS LICENSE,BC229488,10/17/2022,10/17/2024,ROGER SPIELMAN & RITA NOEL,NA,608 Stonington Road,Silver Spring,MD,20902,(301)681-0167,POINT (-77.02098 39.05228),2022,2024
BUILDING CONTRACTORS LICENSE,BC3279,03/28/1999,03/28/2001,"DAVID BLANKEN BUILDERS, INC.","DAVID BLANKEN BUILDERS, INC.",10828 LARKMEADE LANE,POTOMAC,MD,20854,(301)840-6776x,POINT (-77.16738 39.03452),1999,2001
BUILDING CONTRACTORS LICENSE,BC3074,09/16/1991,09/16/1993,OXFORD HOMES,NA,007624  IRONGATE  LANE,FREDERICK,MD,21702,NA,POINT (-77.49055 39.44508),1991,1993
BUILDING CONTRACTORS LICENSE,BC229280,06/14/2022,06/14/2024,HASSAN ASHKTORAB AND FARIDEH CHITSA,NA,8704 Ewing Drive,Bethesda,MD,20817,(301)320-3945,POINT (-77.12301 38.9983),2022,2024
BUILDING CONTRACTORS LICENSE,BC212361,11/20/2013,11/20/2021,"PROCRAFT CONSTRUCTION, LLC",NA,21900 New Hampshire Avenue,Brookeville,MD,20833,(240)375-6160,POINT (-77.05122 39.21556),2013,2021
BUILDING CONTRACTORS LICENSE,BC223406,12/15/2016,12/15/2018,"IRONSTAR DEVELOPMENT, LLC","IRONSTAR DEVELOPMENT, LLC",1408 N. FILLMORE STREET,ARLINGTON,VA,22201,(866)561-2016,POINT (-77.09346 38.88898),2016,2018
BUILDING CONTRACTORS LICENSE,BC229249,05/11/2022,05/11/2024,Dake Amenyah,NA,12416 Veirs Mill Road,NA,MD,20906,(240)676-6288,POINT (-77.09129 39.06093),2022,2024
BUILDING CONTRACTORS LICENSE,BC228451,04/30/2021,04/30/2023,Ali Ajalli and Arezoo Shekarchi,NA,"7641 Leesburg Pike, 2nd Floor",Falls Church,VA,22043,(703)999-8824,POINT (-77.20919 38.90649),2021,2023
BUILDING CONTRACTORS LICENSE,BC223182,09/15/2016,09/15/2018,"SOHAIL CONSTRUCTION, LLC","SOHAIL CONSTRUCTION, LLC",10805 HOB NAIL COURT,POTOMAC,MD,20854,(240)620-6959,POINT (-77.17451 39.03223),2016,2018
BUILDING CONTRACTORS LICENSE,BC229048,02/23/2022,02/23/2024,"6611 BRADLEY, LLC",NA,7025 Macarthur Blvd.,Bethesda,MD,20816,(301)219-6326,POINT (-77.1308 38.95848),2022,2024
BUILDING CONTRACTORS LICENSE,BC2537,05/07/1996,05/07/1998,IMPERIAL CONSTRUCTION CO,NA,016035  COMPRINT  CIR,GAITHERSBURG,MD,20877,NA,POINT (-77.18474 39.11954),1996,1998
BUILDING CONTRACTORS LICENSE,BC230394,11/07/2023,11/07/2025,"JVF Construction, LLC",NA,660 Old Liberty Road,Sykesville,MD,21784,(301)674-0960,POINT (-76.97208 39.40966),2023,2025
BUILDING CONTRACTORS LICENSE,BC3065,08/29/1991,08/29/1993,DAN RYAN BUILDERS INC,NA,000106 E RIDGEVILLE  BLVD,MOUNT AIRY,MD,21771,NA,POINT (-77.16406 39.36505),1991,1993
BUILDING CONTRACTORS LICENSE,BC204969,09/05/2012,09/05/2014,"Dirks Design Build, LLC","Dirks Design Build, LLC",13216 Executive Park Terrace,Germantown,MD,20874,(240)304-9831,POINT (-77.27382 39.17994),2012,2014
BUILDING CONTRACTORS LICENSE,BC229574,12/09/2022,12/09/2024,8606 BRADMOOR DRIVE LLC,NA,c/o Afnan Development LLC,Chevy Chase,MD,20815,(301)602-7120,missing,2022,2024
BUILDING CONTRACTORS LICENSE,BC228610,07/01/2021,07/01/2023,Ed Stipp and Mario Amorim,NA,14504 Corona Drive,Silver Spring,MD,20905,(301)536-1665,POINT (-77.02734 39.095),2021,2023
BUILDING CONTRACTORS LICENSE,BC2437,05/02/1993,05/02/1995,DANIEL W ODONOGHUE JR CO,NA,005125  MACARTHUR  BLVD15,WASHINGTON,DC,20016,NA,POINT (-77.10192 38.92552),1993,1995
BUILDING CONTRACTORS LICENSE,BC229889,04/28/2023,04/28/2025,151 Quincy LLC,NA,700 Randolph Street NW,Washington DC,NA,20011,(703)589-4832,POINT (-77.02168 38.93875),2023,2025
BUILDING CONTRACTORS LICENSE,BC3315,10/03/1995,06/06/2019,"C & P Remodeling, LLC","C & P Remodeling, LLC",3707  CARRISA  LANE,OLNEY,MD,20832,(301)774-6845x,POINT (-77.07354 39.15541),1995,2019
BUILDING CONTRACTORS LICENSE,BC3133,08/07/1996,08/07/1998,GABLES CONSTRUCTION CO. (THE),NA,006820  ELM  ST201,MCLEAN,VA,22101,NA,POINT (-77.17853 38.93504),1996,1998
BUILDING CONTRACTORS LICENSE,BC230532,01/09/2024,01/09/2026,"LLZ Homes MD, LLC",NA,3919 Oliver St.,Chevy Chase,MD,20815,(202)210-3688,POINT (-77.08063 38.9667),2024,2026
BUILDING CONTRACTORS LICENSE,BC216262,09/04/2014,09/04/2020,"SAM MISTRY GENERAL CONTRCATOR SERVICES, INC.","SMGC, INC.",10229 COVE LEDGE COURT,MONTGOMERY VILLAGE,MD,20886,(301)996-0111,POINT (-77.21088 39.17807),2014,2020
BUILDING CONTRACTORS LICENSE,BC228575,06/08/2021,06/08/2025,Boyer Construction Inc,NA,4028 Petersville Road,Knoxville,MD,21758,(301)748-5559,POINT (-77.61237 39.34586),2021,2025
BUILDING CONTRACTORS LICENSE,BC223742,04/10/2017,04/10/2023,"Manzel Construction, LLC",NA,9481 Washingtonian Blvd,Gaithersburg,MD,20878,(202)701-5381,missing,2017,2023
BUILDING CONTRACTORS LICENSE,BC228197,01/06/2021,01/06/2023,HUMOUD SEIF & MOHAMMED IDDI,NA,906 Milestone Drive,Silver Spring,MD,20904,(240)715-5426,POINT (-76.99211 39.04581),2021,2023
BUILDING CONTRACTORS LICENSE,BC2812,02/01/1994,02/01/1996,NEW CONCEPT HOMES INC,NA,013299  BALTIMORE  AVE,LAUREL,MD,20707,NA,POINT (-76.87343 39.07123),1994,1996
BUILDING CONTRACTORS LICENSE,BC2317,10/17/1998,10/17/2026,"Tri Pointe Homes DC Metro, Inc.","Tri Pointe Homes DC Metro, Inc",12435 Park Potomac Avenue,Potomac,MD,20854,(301)803-4721,POINT (-77.15757 39.05944),1998,2026
BUILDING CONTRACTORS LICENSE,BC228927,01/19/2022,01/19/2024,BEN MOVAHED,NA,15520 Seneca Road,Germantown,MD,20874,(301)523-0156,POINT (-77.32412 39.07965),2022,2024
BUILDING CONTRACTORS LICENSE,BC3221,05/16/1998,05/16/2022,"BECRAFT PLUS, INC.","BECRAFT PLUS, INC.",10542 Metropolitan Avenue,Kensington,MD,20895,(301)929-3401x,POINT (-77.07343 39.02842),1998,2022
BUILDING CONTRACTORS LICENSE,BC216342,09/08/2014,09/08/2026,"GULICK GROUP, INC.","GULICK GROUP, INC.",11790 SUNRISE VALLEY DRIVE,RESTON,VA,20191,(703)674-0330,POINT (-77.353120752 38.9504829),2014,2026
BUILDING CONTRACTORS LICENSE,BC224133,10/04/2017,10/04/2019,"Next Life Companies, LLC",NA,3148 Plyers Mill Rd.,Kensington,MD,20895,(301)793-7610,POINT (-77.06393 39.02942),2017,2019
BUILDING CONTRACTORS LICENSE,BC3144,11/16/1996,11/16/1998,"R.N. CUSTOM HOME BUILDERS, INC.",NA,13703  ASHBY  RD,ROCKVILLE,MD,20853,NA,POINT (-77.09469 39.07986),1996,1998
BUILDING CONTRACTORS LICENSE,BC2106,10/16/1992,10/16/1994,BUILDING BY DESIGN LTD,NA,014808  CARROLTON  RD,ROCKVILLE,MD,20853,(301)251-3777x,POINT (-77.08628 39.0989),1992,1994
BUILDING CONTRACTORS LICENSE,BC223741,04/10/2017,04/10/2023,"West Hill Builders, LLC","West Hill Builders, LLC",13000 Cleveland Drive,Rockville,MD,20850,(301)424-2001,POINT (-77.19362 39.06936),2017,2023
BUILDING CONTRACTORS LICENSE,BC3674,09/10/2002,09/10/2018,"BOWA BUILDERS, INC.","BOWA BUILDERS, INC.","7900 WESTPARK DRIVE,",MCLEAN,VA,22102,(703)734-9050x,POINT (-77.21694 38.92405),2002,2018
BUILDING CONTRACTORS LICENSE,BC3998,11/10/2009,11/10/2017,"DHIR FARBER, LLC","DHIR FARBER, LLC",6030 BRADLEY BLVD.,BETHESDA,MD,20817,(301)233-4257x,POINT (-77.12272 38.99402),2009,2017
BUILDING CONTRACTORS LICENSE,BC229204,04/05/2022,04/05/2024,Khan Konstruction LLC,NA,6908 Newberry Drive,Columbia,MD,21044,(202)256-4500,POINT (-76.8793 39.18169),2022,2024
BUILDING CONTRACTORS LICENSE,BC224046,09/15/2017,09/15/2019,"Finish Werks Custom Builders, Inc.",NA,8600 Foundry St.,Savage,MD,20763,(410)514-6222,POINT (-76.82607 39.13597),2017,2019
BUILDING CONTRACTORS LICENSE,BC3015,11/08/1992,11/08/1994,JOHNSON & BERRY DEVELOPMENTS INC,NA,004304  EVERGREEN  LANE204,ANNANDALE,VA,22003,NA,POINT (-77.18641 38.83122),1992,1994
